youtube_id,channel,title,publishedAt,description,url
uMP2jKqd7p4,Тренировки ML,"Запись трансляции тренировки ML 16.06.2018 | Investment Ranking, Kaggle Landmark Retrieval",2018-06-16T11:12:56.000Z,"- Кирилл Романов — Предсказание доходности ценных бумаг (crowdAI IEEE Investment Ranking Challenge)
- Павел Плесков — 5 секретов как стать кэггл грандмастером
- Денис Логвиненко — Поиск фотографий с заданными достопримечательностями (Kaggle Google Landmark Retrieval Challenge)

Каждые две недели в Яндексе проходят тренировки по машинному обучению. Эти встречи помогают участникам конкурсов в сфере анализа данных пообщаться и обменяться опытом.
Мероприятия состоят из практической части и докладов. Задачи для первой берутся с Kaggle и других схожих площадок. С докладами выступают успешные участники последних соревнований — рассказывают о своих решениях и о том, какие техники и методы использовали их конкуренты.
Мероприятие состоится в конференц-зале «Мулен Руж» с 12:00 до 15:00. Мы ждём опытных и начинающих участников конкурсов по машинному обучению.",https://www.youtube.com/watch?v=uMP2jKqd7p4
eN_jxfofBOk,Тренировки ML,Sberbank Data Science Contest: определение релевантности вопроса параграфу  — Александр Желубенков,2018-02-01T09:00:16.000Z,"Александр Желубенков рассказывает про задачу определения релевантности вопроса параграфу (Sberbank Data Science Contest, задача А). Александр показал наилучший результат в данной задаче. Из видео вы сможете узнать:
- Признаки для вопросов и пар вопросов-параграфов и идеи их появления
- Зачем обучать модели на определение обучающей и тестовой выборки или как работать с искусственными данными
- Сравнение качества разных подходов

Слайды: https://gh.mltrainings.ru/presentations/Zhelubenkov_SberbankDataScienceContestA_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=eN_jxfofBOk
QFR0IHbzA30,Тренировки ML,"Kaggle Mercari Price Suggestion Challenge (1 place) — Pawel Jankiewicz, Konstantin Lopuhin",2018-11-02T08:05:17.000Z,"Pawel Jankiewicz and Konstantin Lopuhin share their winner’s solution of Kaggle Mercari Price Suggestion Challenge. In this competition, Kagglers were challenged to build an algorithm that automatically suggests the right product prices based on user-inputted text descriptions of their products, including details like product category name, brand name, and item condition. From this video you will learn:
- Code competition tricks
- Why to use MLP (and sparse MLP)
- Cheap feature binarization 
- Optimization: one model per core
- Didn’t work ideas and other teams solution

Slides: https://gh.mltrainings.ru/presentations/LopuhinJankiewicz_KaggleMercari.pdf 
Github: https://github.com/pjankiewicz/mercari-solution 

Yandex hosts biweekly training sessions on machine learning. 
These meetings offer an opportunity for the participants of data analysis contests to meet, talk, and exchange experience. Each of these events is made up of a practical session and a report. The problems are taken from Kaggle and similar platforms. 
The reports are given by successful participants of recent contests, who share their strategies and talk about the techniques used by their competitors.",https://www.youtube.com/watch?v=QFR0IHbzA30
CWOJghAEuH4,Тренировки ML,"Data Science Game 2016 — А. Гущин, С. Семенов, А. Новиков, Д. Полыковский",2016-10-10T08:11:58.000Z,"Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=CWOJghAEuH4
fENaoZY2qCU,Тренировки ML,Avito BI: Выявление ботов-парсеров на сайте Avito — Александра Денисова,2017-03-14T06:05:58.000Z,"Александра Денисова рассказывает про задачу выявления роботов в приложении Avito, в которой Александра заняла 2 место. Из видео вы сможете узнать:
- Как решать задачу с неразмеченной выборкой
- Какие существуют способы поиска аномалий
- Как итеративно улучшать разметку при помощи обучения с учителем
- Каким образом построить начальную разметку данных

Слайды: https://gh.mltrainings.ru/presentations/Denisova_AvitoBI2_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=fENaoZY2qCU
n9JKAQHGr80,Тренировки ML,BlackBox Challenge — Михаил Павлов,2016-06-15T12:59:06.000Z,"Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=n9JKAQHGr80
MQ5oI_YXS70,Тренировки ML,"Data Science Game Qualification — Всеволод Викулин, Дарья Соболева",2017-06-22T06:02:53.000Z,"Всеволод Викулин и Дарья Соболева рассказывают про задачу рекомендации первого трека в сессии стримингового радио, которая решалась в рамках отборочного этапа Data Science Game, где команде удалось занять первое место. Из видео вы сможете узнать:
- Как разбивать пользователей на кластера
- User2Vec как аналог Word2Vec в задаче рекомендаций
- Какие признаки на основе различных статистик можно использовать

Слайды: https://gh.mltrainings.ru/presentations/VikulinSoboleva_DataScienceGameQual_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=MQ5oI_YXS70
Z3XmVrIHe3c,Тренировки ML,Подход к автоматизации решений задач ML на примере HackerEarth ML — А. Чернобровов,2017-04-19T05:55:10.000Z,"Алексей Чернобровов рассказывает про подход к автоматизации решений задач машинного обучения на примере конкурса HackerEarth Machine Learning Challenge 1. Из видео вы сможете узнать:
- Обзор существующей реализации, её преимущества и недостатки
- Какую архитектуру с возможностью масштабируемости можно выбрать
- Какие данные и результаты работы приходится хранить
- Возникающие в процессе реализации сложности
- Как система показала себя при решении контеста

Слайды: https://gh.mltrainings.ru/presentations/Chernobrovov_HackerearhMLChallenge_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=Z3XmVrIHe3c
9XThFlx7HJ8,Тренировки ML,Coursera: how to win a data science competition – Дмитрий Ульянов,2018-01-06T04:28:51.000Z,"Дмитрий Ульянов рассказывает про курс How to win a data Science competition на Coursera, где вместе с другими известными и успешными датасайентистами учит особенностям решения соревнований по анализу данных. 

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=9XThFlx7HJ8
G5UkWXehS_s,Тренировки ML,Kaggle Planet Understanding: классификация спутниковых снимков — Роман Соловьёв,2017-09-26T07:14:48.000Z,"Роман @zfturbo Соловьёв недавно приходил к нам на тренировку и рассказывал про задачу классификации спутниковых снимков (Kaggle Planet Understanding the Amazon from Space). Роман вместе со Станиславом Семёновым занял в этом соревновании 3 место. Из видео вы сможете узнать:
- Transfer Learning — регулярно используемый подход при решении задач
- Различные подходы построения сетей для многоклассовой классификации 
- Test time augmentation для увеличения точности классификации
- Использование информации о соседних изображениях одного большого спутникового снимка
- Жадный поиск порогов вероятности в многоклассовом случае

Слайды: https://gh.mltrainings.ru/presentations/Solovyov_KagglePlanetUnderstanding_2017.pdf",https://www.youtube.com/watch?v=G5UkWXehS_s
2b8Bl8jvNcM,Тренировки ML,МТС Geohack 112 —  Пётр Ромов,2018-04-05T07:48:02.000Z,"Пётр Ромов рассказывает про контест МТС по прогнозированию числа вызовов экстренных служб по геоданным.

Слайды: https://gh.mltrainings.ru/presentations/Romov_MTSGeohack.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=2b8Bl8jvNcM
g335THJxkto,Тренировки ML,Kaggle BNP Paribas — Станислав Семенов,2016-06-02T11:14:11.000Z,"Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=g335THJxkto
FahVtbxsEzA,Тренировки ML,Home Credit Bank: Прогнозирование вероятности невозврата кредита — Анзор Березгов,2018-02-14T08:12:34.000Z,"Анзор Березгов рассказывает про задачу прогнозирования вероятности невозврата кредита (SAS competitions: Home Credit Bank). Анзор выиграл это соревнование. Из видео вы сможете узнать:
- Подходы к агрегации сведений о различных кредитах пользователей и их качество
- Построение признаков по различным группам кредитов
- Какие признаки-агрегаторы можно использовать

Слайды: https://gh.mltrainings.ru/presentations/Berezgov_SASHomeCredit_2018.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=FahVtbxsEzA
qatlTTVWJRo,Тренировки ML,DeepHack Turing — Артём Коренев (команда Turing Quest),2017-09-14T05:22:53.000Z,"Артём Коренев рассказывает про участие в хакатоне DeepHack.Turing в конце июля, где Артём в составе команды Turing Quest занял второе место. Из видео вы сможете узнать:
- Как проходит недельный хакатон, где кроме решения задачи проходят разнообразные лекции
- Решение отборочного этапа хакатона по определению ботов и людей
- Подход к решению задачи оценки качества ответа с помощью генерации признаков
- Нейросетевые решения задачи оценки качества ответа

Слайды: https://gh.mltrainings.ru/presentations/Korenev_DeepHackTuring_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=qatlTTVWJRo
fXnzjJMbujc,Тренировки ML,5 secrets to becoming a Kaggle grandmaster — Pavel Pleskov,2018-07-19T14:23:37.000Z,"Pavel Pleskov shares five secrets to becoming a Kaggle grandmaster. This video discusses:
— Whether you should strive to earn the title.
— The difference between the academic and the business approach to machine learning contests.
— What the best practical online course on neural networks is.
— About teamwork and the Open Data Science community (ODS.ai).

You can find out about the current contests at http://mltrainings.ru/.

New training sessions and videos in our communities on Facebook (https://www.facebook.com/groups/1413405125598651/) and VK (https://vk.com/mltrainings)",https://www.youtube.com/watch?v=fXnzjJMbujc
JHzY7LWtEs8,Тренировки ML,"Kaggle Predicting Red Hat Business Value — Станислав Семенов, Дмитрий Алтухов",2016-10-10T08:11:58.000Z,"Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=JHzY7LWtEs8
0cBRVTGHdVQ,Тренировки ML,Март 2017 | Дайджест соревнований по анализу данных,2017-03-27T14:07:30.000Z,"Обзор новых соревнований по анализу данных от 25 марта 2017 года. Сергей Королёв рассказывает про актуальные соревнования, в которых можно принять участие. Календарь соревнований: http://mltrainings.ru/ 

Упомянутые соревнования:
- DataRing: Распознавание транспортных средств 
на снимках земной поверхности (http://dataring.ru/competitions/fpi-object-detection)
- IJCB 2017 Competitions (https://sites.google.com/view/sserbc2017/home https://sites.google.com/site/faceantispoofing/ http://awe.fri.uni-lj.si/uerc)
- Kaggle: The Nature Conservancy Fisheries 
Monitoring (https://www.kaggle.com/c/the-nature-conservancy-fisheries-monitoring)
- Kaggle: Data Science Bowl 2017 (https://www.kaggle.com/c/data-science-bowl-2017)
- ISBI 2017 Competitions (http://biomedicalimaging.org/2017/challenges/)
- AAIA'17 Data Mining Challenge: Helping AI to Play 
Hearthstone (https://knowledgepit.fedcsis.org/contest/view.php?id=120)
- Kaggle: Two Sigma Connect: Rental Listing Inquiries (https://www.kaggle.com/c/two-sigma-connect-rental-listing-inquiries)
- Udacity Self-Driving Car Challenge 2017 (https://challenge.udacity.com)
- KDD CUP 2017: Highway Tollgates Traffic Flow 
Prediction (https://tianchi.aliyun.com/competition/information.htm?spm=5176.100067.5678.2.8CnCPt&raceId=231597)
- Kaggle: Google Cloud & YouTube-8M Video 
Understanding Challenge (https://gh.mltrainings.ru/presentations/CompetitionDigest_2017-03-25.pdf)
- Fake News Challenge (http://www.fakenewschallenge.org)
- ACM RecSys Challenge 2017 (http://2017.recsyschallenge.com)
- Kaggle: Quora Question Pairs (https://www.kaggle.com/c/quora-question-pairs)
- CIKM AnalytiCup 2017 (https://tianchi.aliyun.com/competition/introduction.htm?spm=5176.100068.5678.1.JoMQN0&raceId=231596)
- Kaggle: Cervical Cancer Screening (https://www.kaggle.com/c/intel-mobileodt-cervical-cancer-screening)
- The PhysioNet/Computing in Cardiology Challenge 
2017 (https://www.physionet.org/challenge/2017/)
- DrivenData: DengAI Predicting Disease Spread (https://www.drivendata.org/competitions/44/dengai-predicting-disease-spread/page/81/)


Слайды: https://gh.mltrainings.ru/presentations/CompetitionDigest_2017-03-25.pdf

Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=0cBRVTGHdVQ
WSiPNCzShSY,Тренировки ML,"Определение категорий покупок в чеке – Олег Акимов, Владимир Семенових",2018-08-28T08:02:01.000Z,"Олег Акимов и Владимир Семенових рассказывают про задачу определения категорий покупок в чеке. Олег и Владимир заняли в соревновании два первых места. Из видео вы сможете узнать:
- Откуда появился конкурс и только ли проходят соревнования от крупных компаний
- Виды и способы получения признаков для модели
- Препроцессинг данных и подход альтернативного решения

Слайды: https://gh.mltrainings.ru/presentations/AkimovSemenovich_ReceipeCategorization_2018.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=WSiPNCzShSY
ywzZJ4L32xc,Тренировки ML,DeepHack RL — Михаил Павлов (5vision),2017-03-07T07:15:39.000Z,"Недавно в Москве проходил очередной хакатон DeepHack по обучению с подкреплением, в котором надо было написать универсального агента для игр Atari. Михаил Павлов рассказал решение своей команды 5vision, с которым они заняли второе место. Из видео вы сможете узнать:
- Как задача обучения с подкреплением может быть превращена в задачу обучения с учителем
- Откуда набирать обучающую выборку
- Как решается проблема наличия случайности в среде
- Какой подход применять на этапе обучения модели по готовой выборке
- Какие существуют проблемы в обучении с учителем и как их можно решать
- Как можно улучшить использованный подход 

DeepHack RL: http://rl.deephack.me
Слайды: https://gh.mltrainings.ru/presentations/Pavlov5vision_DeephackRL_2017.pdf
Код: https://github.com/5vision/uct_atari и https://github.com/5vision/a3c_theano

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=ywzZJ4L32xc
cjoi-PCcpf0,Тренировки ML,"Запись трансляции ML тренировки 27.10.18 | Data Science Game, Kaggle TGS Salt, WNS Analytics",2018-10-27T11:31:47.000Z,"- Константин Гаврильчик (Сколтех), Артур Фаттахов (Umim) — Отборочный этап Data Science Game 2018
- Евгений Кононенко (Сколтех), Василий Рязанов (МФТИ) — Финальный этап Data Science Game 2018
- Дмитрий Симаков (Сбербанк, ФКН ВШЭ), Никита Чуркин (Сбербанк, ФКН ВШЭ) — Прогнозирование повышения работника (WNS Analytics Wizard 2018)
- Иван Сосин (Лаборотория Касперского) — Сегментирование солевых отложений под поверхностью Земли (Kaggle TGS Salt Identification Challenge)

Каждые две недели в Яндексе проходят тренировки по машинному обучению. Эти встречи помогают участникам конкурсов в сфере анализа данных пообщаться и обменяться опытом.С докладами выступают успешные участники последних соревнований на Kaggle — рассказывают о своих решениях и о том, какие техники и методы использовали их конкуренты.",https://www.youtube.com/watch?v=cjoi-PCcpf0
zNTRmIoPLns,Тренировки ML,"Запись трансляции тренировки ML 07.07.2018 | MCS 2018, Kaggle Avito Demand Prediction, CVPR 2018 WAD",2018-07-07T11:53:14.000Z,"Татьяна Гайнцева — Как обмануть алгоритм распознавания лиц, Machines Can See 2018
Валентина Бирюкова — Оценка спроса по объявлению, Kaggle Avito Demand Prediction
Дмитрий Дремов — ""ODS Crowd"": как толпой зарешали Avito Demand Prediction
Азат Ахтямов — Сегментация видео для автономных автомобилей, CVPR 2018 WAD Video Segmentation Challenge
Каждые две недели в Яндексе проходят тренировки по машинному обучению. Эти встречи помогают участникам конкурсов в сфере анализа данных пообщаться и обменяться опытом.
Задачи берутся с Kaggle и других схожих площадок. С докладами выступают успешные участники последних соревнований — рассказывают о своих решениях и о том, какие техники и методы использовали их конкуренты.",https://www.youtube.com/watch?v=zNTRmIoPLns
QO8VYf8ZvtU,Тренировки ML,"Хакатон VisionHack  —  Артур Фаттахов, Ахмедхан Шабанов",2017-10-27T08:06:04.000Z,"Артур Фаттахов и Ахмедхан Шабанов рассказывают про хакатон VisionHack, на котором стояла задача детектирования различных событий, таких как проезд пешеходного перехода, наезд на лежачий полицейский, на видеозаписях движения автомобиля. Артур и Ахмедхан в составе команды DeepMIPT заняли в соревновании 2 место. Из видео вы сможете узнать:
- Использование простых эвристик и градиентного бустинга для решения задач с видео
- Перепутать целевые переменные и использовать признаки одной задачи для успешного решения другой
- Оптический поток для детектирование проезда по неровностям
- Что можно делать с выходами нейронной сети для получения итоговых предсказаний

Слайды: https://gh.mltrainings.ru/presentations/FattahovShabanov_VisionHack_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=QO8VYf8ZvtU
HtU86dg_Iao,Тренировки ML,Kaggle iMaterialist Challenge at FGVC 2017 — Дмитрий Козлов,2017-08-24T05:35:35.000Z,"Дмитрий Козлов рассказывает про задачу мелкозернистой категоризации изображений (Kaggle iMaterialist Fine-Grained Visual Categorization Challenge 2017). Дмитрий в команде с Артуром Кузиным заняли в соревновании 6 место. Из видео вы сможете узнать:
- Как не нужно организовывать выдачу данных в конкурсе
- Особенности fine tuning нейронной сети
- Data leak, позволяющий использовать языковые модели в задачах с изображениями

Слайды: https://gh.mltrainings.ru/presentations/Kozlov_KaggleiMaterialist_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=HtU86dg_Iao
4khTy4Wr9fo,Тренировки ML,"Запись тренировки ML 26.05.2018 | Категории покупок, adversarial атаки",2018-05-26T10:41:16.000Z,"Описание:
Олег Акимов, Владимир Семенових — Определение категорий покупок в чеке
Александр Паркин — Обзор adversarial атак и конкурс по атакам на модель распознавания лиц
Дайджест актуальных соревнований по машинному обучению
Каждые две недели в Яндексе проходят тренировки по машинному обучению. Эти встречи помогают участникам конкурсов в сфере анализа данных пообщаться и обменяться опытом.
Мероприятия состоят из практической части и докладов. Задачи для первой берутся с Kaggle и других схожих площадок. С докладами выступают успешные участники последних соревнований — рассказывают о своих решениях и о том, какие техники и методы использовали их конкуренты.",https://www.youtube.com/watch?v=4khTy4Wr9fo
DE4AOvA6wLg,Тренировки ML,Sberbank Data Science Contest: предсказание трат клиентов — Дмитрий Алтухов,2017-01-18T12:09:04.000Z,"Дмитрий Алтухов рассказывает о задаче предсказания трат клиентов по различным категориям, которая решалась в рамках Sberbank Data Science Contest. Дмитрию удалось занять второе место в общем рейтинге. Из видео вы сможете узнать:

- Как строить обучающую выборку при разбиении по времени
- Способы построения базовых признаков для временных рядов
- Можно ли учесть индивидуальный характер трат каждого клиента
- Как искать связи между категориями покупок

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=DE4AOvA6wLg
2w2GBpglOy8,Тренировки ML,Октябрь 2016 | Дайджест соревнований по анализу данных,2016-12-17T16:26:52.000Z,"Обзор новых соревнований по анализу данных от 22 октября 2016 года. Эмиль Каюмов рассказывает про актуальные соревнования, в которых можно принять участие. Календарь соревнований: http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=2w2GBpglOy8
ETh8bJ_xKGA,Тренировки ML,"Kaggle Camera Model Identification (1-2 places) — Artur Fattakhov, Ilya Kibardin, Dmitriy Abulkhanov",2018-05-13T09:09:24.000Z,"Artur Fattakhov, Ilya Kibardin and Dmitriy Abulkhanov share their winner’s solutions of Kaggle Camera Model Identification. In this competition, Kagglers challenged to build an algorithm that identifies which camera model captured an image by using traces intrinsically left in the image. From this video you will learn:
- How to get additional photo data
- Training Scheme with cyclic learning rate and pseudo labeling
- Snapshot Ensembles aka Multi Checkpoint TTA
- Training on small crops and finetune on big crops to speed up without loss in quality
- Prediction equalization

Slides: https://gh.mltrainings.ru/presentations/KibardinFattahovAbulkhanov_KaggleCamera_2018.pdf
Github: https://github.com/ikibardin/kaggle-camera-model-identification

Yandex hosts biweekly training sessions on machine learning. 
These meetings offer an opportunity for the participants of data analysis contests to meet, talk, and exchange experience. Each of these events is made up of a practical session and a report. The problems are taken from Kaggle and similar platforms. 
The reports are given by successful participants of recent contests, who share their strategies and talk about the techniques used by their competitors.",https://www.youtube.com/watch?v=ETh8bJ_xKGA
Cm70YLrzIuo,Тренировки ML,Запись трансляции ML тренировки 20.01.18,2018-01-20T11:18:33.000Z,"Василий Рубцов — Предсказание повторного прослушивания композиции пользователем (Kaggle WSDM KKBox's Music Recommendation Challenge)
Павел Остяков, Алексей Харламов — Классификация товаров по изображениям (Kaggle Cdiscount’s Image Classification Challenge)
Анзор Березгов — Прогнозирование вероятности невозврата кредита (SAS competitions: Home Credit Bank)
Максим Келаскин — Предсказание кликов на шоу из поисковой выдачи сайта Ticketland (Boosters Ticketland ML Contest)
Каждые две недели в Яндексе проходят тренировки по машинному обучению. Эти встречи помогают участникам конкурсов в сфере анализа данных пообщаться и обменяться опытом.
Мероприятия состоят из практической части и докладов. Задачи для первой берутся с Kaggle и других схожих площадок. С докладами выступают успешные участники последних соревнований — рассказывают о своих решениях и о том, какие техники и методы использовали их конкуренты.
Мероприятие состоится в конференц-зале «Мулен Руж» с 12:00 до 15:00. Мы ждём опытных и начинающих участников конкурсов по машинному обучению.",https://www.youtube.com/watch?v=Cm70YLrzIuo
QbujATVCmAM,Тренировки ML,Kaggle PLAsTiCC: классификация космических объектов — Сергей Злобин,2019-02-03T16:28:08.000Z,"Сергей Злобин рассказывает про задачу классификации космических объектов (Kaggle PLAsTiCC Astronomical Classification), в которой Сергею вместе с его командой не хватило всего одного места до золота. Из видео вы сможете узнать про признаки на основе подгонки кривых под точки, аугментацию астрономических данных и эвристические правки предсказаний отдельных классов. 

Слайды: https://gh.mltrainings.ru/presentations/Zlobin_KagglePlasticc_2019.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=QbujATVCmAM
c7tpExgE2gY,Тренировки ML,ML Boot Camp III: предсказание ухода пользователей из онлайн-игры — Михаил Карачун,2017-04-21T06:34:04.000Z,"Михаил Карачун рассказывает про задачу предсказание ухода пользователей из онлайн-игры (ML Boot Camp III), где Михаил выиграл соревнование. Из видео вы сможете узнать:
- Что делать, если признак распределён неравномерно
- Как можно настраивать модели внутри ансамбля
- Что можно делать с одинаковыми объектами в выборке
- Всегда ли стоит проводить ручной постпроцессинг предсказаний

Слайды: https://gh.mltrainings.ru/presentations/Karachun_MLBootCamp3_2017.pdf
Код: https://github.com/KarachunMikhail/mlbootcamp_online_game

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=c7tpExgE2gY
HT3QpRp2ewA,Тренировки ML,Kaggle Mercedes Benz: предсказание времени тестирования автомобилей — Данила Савенков,2017-08-16T05:21:53.000Z,"Данила Савенков рассказывает про задачу предсказания времени тестирования автомобилей (Kaggle Mercedes-Benz Greener Manufacturing). Из видео вы сможете узнать:
- Как распознать соревнование с большим шафлом лидерборда
- Зачем предварительно анализировать публичные скрипты
- Кросс-валидация с оценкой значимости изменения и обработкой выбросов
- Предсказание по отдельным кластерам данным
- С какой целью люди берутся решать сомнительные соревнования

Слайды: https://gh.mltrainings.ru/presentations/Savenkov_KaggleMercedes_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/gro",https://www.youtube.com/watch?v=HT3QpRp2ewA
r9B8MVaIztA,Тренировки ML,"Хакатон по метеорологии — Павел Остяков, Алексей Харламов",2017-10-11T06:12:57.000Z,"Алексей Харламов и Павел Остяков рассказывают про решение хакатона по метеорологии, который проходил в Яндексе в сентябре. Задача состояла в прогнозирования дождя на основе данных с любительских метеостанций и качества мобильной связи. Из видео вы сможете узнать:
- Какие статистические признаки можно считать на логах
- Стоит ли учитывать данные большей окрестности или обходиться только нужным сектором
- Только ли одним градиентным бустингом всё решается
- Возможные улучшения прогнозирования осадков

Слайды: https://gh.mltrainings.ru/presentations/OstyakovHarlamov_MeteoHackathon_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=r9B8MVaIztA
MtCodWOuAkw,Тренировки ML,Kaggle Cervical Cancer Screening: определение типа шейки матки по изображениям — Р. Байкулов,2017-07-20T06:16:01.000Z,"Руслан Байкулов рассказывает про задачу определение типа шейки матки по изображениям (Kaggle Intel & MobileODT Cervical Cancer Screening). Руслан занял в соревновании 4 место. Из видео вы сможете узнать:

- От fine tuning к своему решению: решение задачи детектирования и классификации по отдельности
- Всегда ли нужно использовать готовый детектор или же иногда стоит построить более простой свой
- Как не забывать проверять финальные предсказания
- Разбиение на валидационные фолды с помощью кластеризации гистограмм

Слайды: https://gh.mltrainings.ru/presentations/Baikulov_KaggleCervicalCancerScreening_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=MtCodWOuAkw
eZqf5J1J5p8,Тренировки ML,AAIA17 Challenge: Helping AI to Play Hearthstone — Евгений Патеха,2017-06-15T07:21:26.000Z,"Евгений Патеха рассказывает про задачу предсказания вероятности победы в игре для оценки качества ходов игрока-компьютера в игре Hearthstone. Из видео вы сможете узнать:
- Зачем нужна отдельная модель для первых ходов игры
- Валидация для избежания переобучения с ликом
- Какие полезные признаки в Hearthstone можно использовать

Слайды: https://gh.mltrainings.ru/presentations/Patekha_Hearthstone_2017.pdf

Узнать о текущих соревнованиях можно на сайте http://mltrainings.ru/
Узнать о новых тренировках и видео можно из групп:
ВКонтакте https://vk.com/mltrainings
Facebook https://www.facebook.com/groups/1413405125598651/",https://www.youtube.com/watch?v=eZqf5J1J5p8
